address_id,country,city,zip_code,street,building_number
966,Northern Mariana Islands,North Scott,82489,Delgado Villages,6490
967,British Indian Ocean Territory (Chagos Archipelago),Bellville,34167,David Stream,91139
968,Fiji,Lake Mark,64824,David Mountains,1194
969,Saint Barthelemy,Jennifertown,78454,Carter Cliff,561
970,Guernsey,New James,10988,Matthew Expressway,30579
971,Tonga,East Williammouth,72443,Brown Meadows,4027
972,Rwanda,Joshuafort,24309,Leslie Crossroad,7450
973,Denmark,Port Laurafort,03004,Carla Highway,69206
974,Bermuda,South Ana,35265,Jimenez Ranch,807
975,Bulgaria,Georgetown,89712,Carolyn Station,5616
976,Guyana,Leonardville,64443,Crawford Key,2095
977,Marshall Islands,Whitneymouth,49665,Jesse Track,822
978,Svalbard & Jan Mayen Islands,Barbaramouth,53319,Cory Roads,33058
979,Cape Verde,New Tiffany,20978,Jacob Island,0467
980,Martinique,Port Kelseyview,28946,Garcia Freeway,42825
981,Bosnia and Herzegovina,Lake Kenneth,40337,Catherine Parkways,27734
982,Tunisia,West Carlos,23112,Darren Burg,00856
983,Guyana,Randyland,91593,Oscar Roads,6678
984,Guatemala,South Vincentmouth,03559,Stanley Forge,98192
985,Afghanistan,Port Michaelton,56924,Becker Summit,69001
986,Norway,Savannahville,05491,Randall Fall,9895
987,Chad,Mcculloughchester,46932,Amanda Alley,072
988,Ecuador,Tinaborough,98353,Trevor Dam,34235
989,Senegal,South Austinberg,72275,James Islands,63632
990,Switzerland,Melissatown,82213,Vaughan Fords,5410
991,Malawi,Tylerport,63032,Durham Passage,1887
992,United States Minor Outlying Islands,Kennethchester,29263,Mendoza Path,583
993,Bahrain,Youngfurt,07730,Johnson Center,15246
994,Sri Lanka,Herreraland,99414,Sanchez Meadows,36596
995,Mexico,Lucasland,25814,Emily Stream,895
996,Lesotho,North Robert,89365,Romero Motorway,419
997,Mauritania,Lake Douglasshire,28523,Shelton Forest,037
998,Netherlands,East Amy,66479,Miller Light,4365
999,Bhutan,Perkinsview,73564,Morrison Cove,619
1000,Macao,East Russell,97091,Williams Mill,8477
1001,Brunei Darussalam,Kylechester,67414,Murphy Islands,49754
1002,Central African Republic,Lake Jefferystad,79892,Elizabeth Stream,863
1003,Bhutan,New Cody,43429,Bobby Dale,88783
1004,Sudan,Paulside,51107,Hartman Walk,86833
1005,Heard Island and McDonald Islands,Kimberlyshire,17588,Lucas Isle,7981
1006,Grenada,Myersport,12893,Sellers Pass,7767
1007,Philippines,Boothside,05212,Estrada Camp,8379
1008,Japan,Hooperland,30922,William Fords,307
1009,Andorra,Lisaside,96683,Shirley Crest,516
1010,Korea,West Roger,19899,Burnett Loop,207
1011,Heard Island and McDonald Islands,Emilymouth,09093,Williams Stream,1990
1012,Congo,Williamsmouth,07104,Bruce Springs,68328
1013,Antigua and Barbuda,Craigside,82273,Alexandra Place,6698
1014,Swaziland,New Williamview,72896,Krystal Corner,153
1015,Canada,North Bruceview,28552,Erika Wells,1133
1016,Nauru,Jordanland,07124,Anthony Cliff,8224
1017,Kyrgyz Republic,Williamshire,48849,Smith Loaf,582
1018,Guernsey,Lake Carl,48307,Richard Forks,57357
1019,Bosnia and Herzegovina,Foxside,64292,Allen Courts,21897
1020,Holy See (Vatican City State),Port Johnview,28821,Payne Center,1086
1021,Palestinian Territory,Lake Teresa,52555,Melissa Gardens,4635
1022,Malawi,East Brenda,96263,Angel Island,77714
1023,Brunei Darussalam,Alexisstad,26867,Wells Throughway,55485
1024,Andorra,New Justinshire,68328,Chapman Station,54269
1025,Botswana,Samanthaview,71127,Harrison Loaf,713
1026,Mexico,South Steven,07352,Warner Street,298
1027,Saint Kitts and Nevis,Winterstown,24867,Mary Park,8536
1028,Palau,Lake Johnfort,56839,Williams Pine,893
1029,Guinea,Joshuaview,29045,Miles Bridge,5196
1030,Congo,South Bryan,42506,Rose Motorway,93012
1031,Togo,North Judithport,35122,Timothy Creek,314
1032,United Arab Emirates,East Johntown,18790,Sparks Village,32635
1033,Jersey,East John,10647,Brittany Street,0593
1034,Saint Pierre and Miquelon,South Robert,86199,Palmer Overpass,5103
1035,Puerto Rico,South Carlaport,83835,Nolan Radial,287
1036,Armenia,Lake Jessechester,55225,Martinez Hollow,840
1037,Iraq,Tracyfort,31409,Freeman Groves,4959
1038,Portugal,Port Justinborough,24913,Henry Fords,16877
1039,Benin,North Edwardmouth,86123,Harry Extension,774
1040,Slovakia (Slovak Republic),Kennethton,23636,Jacob Run,98164
1041,Western Sahara,Jeffreystad,75836,Vincent Springs,1249
1042,Austria,East Shawnaville,18242,Young Trafficway,7568
1043,Antigua and Barbuda,Gibbston,61216,Gina Lane,96900
1044,Greenland,Miguelstad,72290,Klein Stravenue,5735
1045,Cambodia,Lake Erik,07709,Karen Knolls,29518
1046,Norway,Sarahtown,68187,Julie Squares,073
1047,Grenada,Mckeemouth,74860,Ariel Hill,7601
1048,Heard Island and McDonald Islands,Port Katherine,92241,Debra Track,52747
1049,Croatia,New Reginamouth,46110,Peggy Fork,7248
1050,Georgia,East Christophertown,57842,James Falls,8059
1051,Saint Barthelemy,East Sheila,84786,Jerry Ville,958
1052,Nepal,Mooreport,13502,Cohen Oval,63943
1053,Qatar,New Monicastad,39082,Andrade Alley,8668
1054,Ukraine,Daltonstad,55274,Kimberly Forge,3704
1055,United States of America,Alexandermouth,06176,Diane Road,50405
1056,Belarus,Bakerborough,99768,Kaitlin Lodge,5115
1057,Qatar,Carsonmouth,18524,John Route,950
1058,Netherlands,Port Maryfurt,53582,Annette Mills,44017
1059,Dominican Republic,Wilsonmouth,84419,Sullivan Tunnel,50192
1060,Pakistan,Hobbsborough,67584,Anthony Rapid,833
1061,Belize,Jerryhaven,79919,Reilly Throughway,53044
1062,Thailand,Lopezhaven,12465,Glover Extension,834
1063,Spain,South Claudiachester,88390,Anna Coves,70330
1064,Mexico,East Nicholas,17152,Michael Points,08793
1065,Dominican Republic,West Scottfurt,77122,Olsen Ridges,93776
1066,Burundi,Rodriguezview,85429,William Field,5158
1067,Netherlands,Richardhaven,23759,Jessica Courts,71530
1068,Swaziland,Chelseamouth,47926,Tammy Center,15793
1069,Vanuatu,Port Michael,09001,James Mall,1307
1070,United States Minor Outlying Islands,New Thomasmouth,93177,Andrew Manor,860
1071,Gibraltar,North Deannafurt,68159,Sarah Spur,2069
1072,United Kingdom,Davidbury,75018,Morris Mountain,92464
1073,Suriname,Archertown,98737,Reed Drive,6877
1074,Micronesia,Vaughantown,04562,Jennifer Divide,650
1075,Nicaragua,West Rachelborough,64562,Justin Ferry,99459
1076,Armenia,Steinhaven,12294,Beth Land,03483
1077,Myanmar,Whitetown,87695,Mckinney Mills,22727
1078,Romania,Daniellestad,12836,Page Ports,4073
1079,Northern Mariana Islands,Christopherstad,03184,Bailey Dale,4494
1080,Wallis and Futuna,Jamesborough,93895,Ashley Lodge,7689
1081,Ghana,North John,21426,Courtney Port,121
1082,Guadeloupe,South Tommy,46595,Kevin Flats,60289
1083,Moldova,Rodriguezmouth,01922,Massey Underpass,6506
1084,Marshall Islands,New Vanessaport,75943,Holly Field,69554
1085,Cameroon,Steventown,61350,Wade Mountain,90386
1086,United Kingdom,East Alexandria,66757,Martinez Field,844
1087,Libyan Arab Jamahiriya,Lake Edward,05276,Sarah Vista,1722
1088,Antigua and Barbuda,Port Angeltown,31741,Angela Freeway,260
1089,Faroe Islands,South Alicia,04118,West Spur,96380
1090,Taiwan,North Eddie,88255,Andrew Light,81800
1091,Mongolia,Anthonychester,45299,Thomas Shoals,70043
1092,Ireland,Connietown,90869,Cruz Prairie,21303
1093,Myanmar,Tiffanyside,59937,Stephen Manors,282
1094,Cape Verde,South Christopher,57090,Tonya Roads,9404
1095,Lithuania,Lake Joshuaberg,01223,Cook Loop,2818
1096,Libyan Arab Jamahiriya,East Oscarland,03480,Kelly Springs,102
1097,Saint Barthelemy,West Arthur,70791,Charles Forge,6795
1098,Botswana,Vanessaborough,10400,Cole Squares,6436
1099,Slovenia,Joneshaven,68776,Charles Passage,422
1100,Lao People's Democratic Republic,Mccormickburgh,18225,Karen Rue,0618
1101,Montenegro,East Robert,38842,King Green,36172
1102,Turks and Caicos Islands,Markbury,15148,Allison Junctions,655
1103,Korea,Lake Andrea,26518,Connor Curve,0911
1104,Gabon,East Andreaport,63370,Carmen Knolls,86676
1105,Hungary,Wardchester,47414,Michael Shoal,6051
1106,Samoa,Greerton,59743,Johnson Valleys,589
1107,Reunion,Lake Wendyborough,86554,Pierce Stravenue,831
1108,Trinidad and Tobago,Port Elizabethville,72393,Long Causeway,393
1109,Malta,South Robert,73547,Freeman Spring,2699
1110,Zambia,Ericberg,82212,Jesse Mission,2968
1111,Moldova,Port Leslie,53004,Bailey Mountain,79061
1112,Taiwan,East Elizabethview,98763,French Stravenue,690
1113,Ecuador,North Michael,87852,Jose Hills,51088
1114,Eritrea,South Robert,24062,James Cliff,61703
1115,Martinique,Lake Davidberg,99072,Morrow Street,096
1116,Albania,East Bryan,27407,Powers Cape,115
1117,Denmark,Davidsonburgh,27313,Young Forges,502
1118,Micronesia,Port Jenniferchester,86373,Thomas Orchard,8114
1119,Tokelau,Port Kevinside,51732,Meghan Hills,9971
1120,Morocco,East Robert,97994,Wood Field,76158
1121,Martinique,Kimberlyborough,05887,Baker Branch,03317
1122,Mauritius,Port Andrewfort,14916,Williams Mountain,5579
1123,Palestinian Territory,New Parkermouth,69923,Sandra Turnpike,35313
1124,Eritrea,Port Jerry,18414,Perkins Landing,19831
1125,Korea,Adamsbury,56695,Murray Brooks,24884
1126,Benin,Sototown,42427,Rios Forges,0820
1127,Hong Kong,Lake Teresa,05517,Turner Turnpike,608
1128,North Macedonia,Sandraview,28990,Owens Spur,853
1129,Macao,Bakerville,14295,Kyle Union,0049
1130,Samoa,Lake Jasonhaven,12433,Castillo Port,6881
1131,Syrian Arab Republic,Davidberg,74908,Melissa Divide,5153
1132,Mayotte,Fosterport,80556,Hobbs Glens,331
1133,Qatar,South David,52808,Roger Land,479
1134,Paraguay,Gregoryview,70713,Johnson Park,50024
1135,France,Vegaberg,35369,Tonya Row,3431
1136,Slovakia (Slovak Republic),Ruizside,92946,Donovan Springs,22102
1137,Ecuador,Maryfort,96402,Robert Isle,040
1138,Switzerland,Scottfurt,27726,Nicole Freeway,1120
1139,Ecuador,Burnettside,59662,Erik Lakes,9634
1140,Paraguay,North Martha,12071,Williams Manor,4004
1141,Togo,Lisamouth,38548,Montoya Streets,328
1142,Senegal,Andreaberg,35554,Williams Rue,787
1143,American Samoa,Phillipsborough,98355,Debbie Land,62595
1144,Heard Island and McDonald Islands,South Kelsey,08922,Cohen Ferry,07148
1145,Italy,Hughesbury,31729,Bill Mills,2459
1146,Jersey,Richardburgh,66652,Johnson Loaf,90481
1147,Algeria,Williamsborough,10686,Hudson Viaduct,547
1148,Macao,North Vanessashire,13159,Rose Causeway,70338
1149,Azerbaijan,Hodgesside,18981,Osborn Plaza,80875
1150,Dominican Republic,South Matthewtown,99493,Lauren Inlet,478
1151,Israel,West Thomasbury,99032,Patricia Spur,0548
1152,Bulgaria,Michaelton,85201,Harris Inlet,7842
1153,Dominica,Jeremiahhaven,80750,Smith Stream,4374
1154,Fiji,Bensonborough,89946,Martinez Corner,9925
1155,American Samoa,New Lesliemouth,79519,Courtney Tunnel,7106
1156,United States Virgin Islands,New Jessica,71389,Garcia Hills,9600
1157,Cyprus,Rosshaven,21959,John Estate,04329
1158,Cote d'Ivoire,Smithstad,80334,Martinez Lake,424
1159,Madagascar,Port Christinaton,18801,Manning Land,18795
1160,France,North Elijahfort,24075,Decker Hollow,041
1161,Cayman Islands,Jasonfurt,41511,Jamie Views,6527
1162,Trinidad and Tobago,Lisabury,28613,April Turnpike,781
1163,Chad,Reillyhaven,29629,Elizabeth Tunnel,339
1164,Tanzania,Andradeville,96805,White Underpass,50646
1165,Canada,Knightton,01496,Conner Harbors,88011
1166,Cambodia,Andreachester,47137,Thomas Pine,75618
1167,Saint Martin,Wolfemouth,46730,Day Lock,47138
1168,Myanmar,Johnchester,14185,Justin Groves,60258
1169,Fiji,Smithberg,32899,Stephanie Garden,488
1170,Cote d'Ivoire,Alisonchester,01041,Rodgers Road,380
1171,Saint Vincent and the Grenadines,East Kenneth,54322,Weber Tunnel,278
1172,Kazakhstan,Mathisberg,74976,Haley Ford,83361
1173,Saint Barthelemy,Deborahshire,78196,Williams Garden,7903
1174,Australia,East Nichole,96815,Erica Inlet,724
1175,Bouvet Island (Bouvetoya),Parsonschester,88643,Kennedy Courts,47384
1176,Sweden,West Catherinemouth,11055,Frost Port,99793
1177,Togo,West Paulchester,97829,Joseph Mill,1371
1178,Niue,Bradleyshire,94584,Morgan Hills,49973
1179,Armenia,Lake Nicholas,73169,Black Valley,53201
1180,Micronesia,New Danielle,29997,Johnston Court,5194
1181,Gibraltar,Patriciabury,70332,Gary Center,41327
1182,Uzbekistan,South Colleenton,52825,Jacobs Locks,9817
1183,Fiji,New Joshua,73560,Karen Lodge,677
1184,Morocco,Frankland,87350,Juan Viaduct,68381
1185,Anguilla,Lake Monique,52335,Zachary Circle,194
1186,Nicaragua,West Andrew,27571,Andrew Radial,8301
1187,Armenia,North Jenniferview,34077,Holly Locks,019
1188,Pakistan,New Keith,40954,Mccullough Extension,9307
1189,Indonesia,North Cassandraton,63619,Bryan Street,4823
1190,Chad,Kennethchester,54716,Ross Mills,940
1191,Martinique,New Katrinaborough,43393,Elliott Light,2004
1192,Burundi,North Michaelport,62862,Crystal Bridge,61568
1193,South Africa,Donaldburgh,66291,Washington Avenue,8220
1194,Honduras,Hartmanmouth,36056,Dakota Views,5968
1195,Congo,New Ricardo,73644,Donovan Trafficway,26066
1196,Oman,Amandaberg,13873,Nicole Motorway,184
1197,Western Sahara,Lake Barbarastad,37928,Brian Forges,28433
1198,Reunion,Mccoyhaven,43851,Jacqueline Glens,8933
1199,United Kingdom,Lake Edward,90022,Gina Meadows,6730
1200,Korea,East Davidland,90335,Eric Rapid,0274
1201,Latvia,West Bradleyview,58006,Benjamin Meadow,139
1202,Botswana,East Stephaniestad,33837,Terri Plains,4543
1203,Saint Barthelemy,Mccoymouth,69439,Dennis Vista,9542
1204,Nepal,Rachelshire,97397,Mendoza Crest,7271
1205,Bangladesh,Wongside,41425,Danielle Keys,47510
1206,Netherlands,West Gailview,83440,Stephen Views,216
1207,Bosnia and Herzegovina,Bryanberg,94277,Butler Knoll,842
1208,Norfolk Island,Hickmanborough,52793,Daniel Vista,627
1209,Chile,Chelseaview,96862,Stephanie Cliffs,700
1210,Namibia,Davidhaven,78732,George Rue,898
1211,Anguilla,West Lisamouth,13894,Johnson Fork,10993
1212,Netherlands Antilles,Kathrynstad,74373,Shannon Square,30884
1213,Eritrea,Montgomerymouth,12888,Terri Station,0940
1214,Hungary,South Kaitlyn,96639,April Valley,8404
1215,Armenia,Abigailstad,35733,Alison Loaf,851
1216,San Marino,Johnchester,06138,John Extensions,5504
1217,San Marino,Lake Brianview,39647,Holt Ville,912
1218,Saint Vincent and the Grenadines,Matthewberg,12924,Thomas Squares,218
1219,Panama,Gonzalezhaven,47079,Davis Summit,3264
1220,Turks and Caicos Islands,Estradahaven,22877,Carlos Expressway,289
1221,Cape Verde,Mendeztown,89253,Steven Row,58798
1222,Gabon,Lake Ericton,07944,James Ways,0451
1223,Holy See (Vatican City State),Vickibury,44626,Williams Plain,906
1224,United States Minor Outlying Islands,South Lori,60847,Mcbride Extensions,6038
1225,British Indian Ocean Territory (Chagos Archipelago),South Mark,07021,Miller Landing,63101
1226,Guam,North Jessicastad,05565,Eric Wall,513
1227,Italy,New Ritabury,38017,Nathaniel Mountains,8881
1228,Oman,Luisbury,82695,Ross Path,173
1229,Iraq,West Nicholasburgh,51882,Brittany Junction,673
1230,Cook Islands,Ashleyview,40163,Yang Village,573
1231,Macao,East Joseph,54565,Samantha Track,1416
1232,Iran,North Amanda,90498,Solomon Loop,159
1233,New Caledonia,Stokesview,15156,Jeffrey Mills,777
1234,Ecuador,North Lori,33111,Joshua Camp,02216
1235,Japan,West Scottmouth,12175,Lindsey Islands,662
1236,Botswana,South Theresaport,37994,Andrews Flats,172
1237,Seychelles,Parrishmouth,40466,Kaitlyn View,41649
1238,Finland,South Monica,81149,Russell Loaf,468
1239,Bhutan,Amyberg,35788,Esparza Way,12132
1240,Ukraine,New Brandontown,10477,Garcia Walk,241
1241,Brunei Darussalam,East Annetteville,33848,Price Landing,455
1242,Saint Kitts and Nevis,Mcleanburgh,09566,Smith Rapid,4356
1243,Chad,South Aliciaside,34618,Rebecca Corner,8151
1244,Wallis and Futuna,East Mckenziebury,26945,David Well,89099
1245,Vanuatu,South John,69745,Bright Ferry,273
1246,Romania,East Monicaton,85217,Amber Mountain,034
1247,Guernsey,Tateton,93327,Nielsen Plains,6760
1248,Angola,Lake April,39068,Anthony Curve,810
1249,Cameroon,East Stevenburgh,82940,Melody Village,187
1250,Andorra,Lake Haley,67699,Nguyen Pass,203
1251,Belarus,Port Matthew,67996,Johnson Pass,7711
1252,Monaco,Montgomeryview,55594,Renee Isle,7111
1253,Ireland,South Michael,32732,Jacob Way,82107
1254,Dominica,Smithchester,15107,Fernando Vista,7481
1255,Germany,South Kimberly,20496,Matthew Station,7686
1256,Micronesia,North Yolandaside,76810,Philip Parkways,09759
1257,Liechtenstein,New Vincentshire,11711,Ingram Crossroad,934
1258,Saint Vincent and the Grenadines,Johnsonmouth,23935,Mitchell Crossing,8859
1259,United Arab Emirates,Joshuaside,46902,Burke Run,5414
1260,Venezuela,North Codychester,56324,Andrew Shores,6988
1261,Indonesia,Stacyshire,19500,Kristopher Wall,6222
1262,Oman,Schaeferborough,36632,Burton Shoals,23783
1263,Denmark,Hernandezmouth,42020,Bradley Brooks,4794
1264,Honduras,Williamshaven,58346,Julie Hill,4924
1265,Congo,West Johnville,04002,Carlson Ridges,9914
1266,Puerto Rico,Port Robertmouth,82114,Dominguez Viaduct,39355
1267,Cayman Islands,Frostchester,96853,Walters Cove,052
1268,Cote d'Ivoire,Brettland,24269,Gina Keys,28709
1269,Turks and Caicos Islands,Moralesstad,52392,Schmidt Mountains,7399
1270,Solomon Islands,South Erictown,31670,Carr Lane,206
1271,Saint Kitts and Nevis,South Jameston,53639,Jesse Crest,3545
1272,Gambia,Blackland,85225,Martinez Ridge,63058
1273,Sri Lanka,North Devon,84036,Brandon Squares,77821
1274,Korea,Jenniferburgh,78127,Lang Alley,4083
1275,Libyan Arab Jamahiriya,Mortonbury,44816,John Haven,55042
1276,Ireland,Sarahborough,98999,Nash Stream,70487
1277,Tajikistan,New Christopherport,35642,Heidi View,607
1278,Portugal,Lake Staceyburgh,62192,Joe Summit,162
1279,Namibia,Lake Kathleen,65599,Gray Stream,9638
1280,Sao Tome and Principe,Jonesbury,75199,Bush Rapid,4347
1281,Tuvalu,Lewisfort,62805,Moore Alley,5668
1282,United States Virgin Islands,Port Jennifer,09217,Hernandez Coves,8706
1283,Gabon,New Angie,23403,Daniel Inlet,371
1284,Lesotho,Port Abigail,49505,Pace Inlet,7371
1285,Saint Helena,South Jasonchester,86613,Shelia Spur,4352
1286,Kazakhstan,North Arianafurt,39284,Torres Curve,4236
1287,Papua New Guinea,Hintonfort,20459,Ruiz Ridge,72067
1288,French Polynesia,Port Williamburgh,26752,Hughes Cove,1859
1289,Tuvalu,West Sarah,87256,Perez Courts,234
1290,Mexico,Port Robin,91881,Andrews Port,95498
1291,Northern Mariana Islands,East Kathrynmouth,52716,Lance Course,36841
1292,Indonesia,Deanchester,22203,Crawford Station,11686
1293,Ethiopia,West Jakeport,01729,Brown Ford,488
1294,Central African Republic,Alfredhaven,39205,Mccall Hills,292
1295,Saint Lucia,East Nathan,24106,Patricia Turnpike,38550
1296,Andorra,Thomasburgh,32005,Garza Valley,0829
1297,Guam,Port Williamstad,70045,Travis Vista,76326
1298,Bosnia and Herzegovina,West Jennifer,67978,Robert Plains,093
1299,Congo,Jacksonbury,66249,Carpenter Neck,065
1300,Korea,East Mollychester,36063,April Mill,62520
1301,Cambodia,Michellebury,51704,Jennifer Fork,2184
1302,Botswana,North Richardbury,02909,Stephanie Shoal,9270
1303,Pitcairn Islands,Johnsonberg,92006,Marc Key,3661
1304,Fiji,Port Ronnie,91331,Michael Land,987
1305,Syrian Arab Republic,Ashleymouth,78101,Pope Cove,330
1306,South Africa,West Lauren,25127,Joshua Springs,80885
1307,Congo,Laurenfort,70519,Sean Squares,76678
1308,Guatemala,Moraville,64329,Wilson Spur,8230
1309,Bangladesh,Hamptonmouth,48358,Mills Hill,381
1310,Tunisia,Torresmouth,03241,Poole Park,742
1311,Palestinian Territory,Martinside,56781,Randy Alley,125
1312,Guinea-Bissau,Katherinefort,93900,Cesar Center,1635
1313,Egypt,Dickersonfort,53971,Jennifer Green,25845
1314,Bulgaria,Torresmouth,03080,Lori Track,8683
1315,Brazil,East Duaneborough,58574,Melissa Ridges,997
1316,Antigua and Barbuda,Anthonyland,21028,Felicia Mount,1691
1317,Chad,South Aaron,42197,Dennis Mountains,53836
1318,Slovenia,Blackwellmouth,19629,Karina Mountain,10056
1319,Thailand,Reyeschester,03250,Diaz Prairie,835
1320,Saint Barthelemy,Lake Emmamouth,94974,Catherine Square,4437
1321,British Virgin Islands,East Mary,67499,Butler Springs,2234
1322,Vanuatu,Brittanyborough,50084,Hurley Mills,76574
1323,Iran,North Kelly,96940,Donald Glens,88905
1324,Turkmenistan,Gardnermouth,10790,Katie Trail,832
1325,Uganda,Parkerbury,82315,Owens Dale,6784
1326,Costa Rica,West Amanda,53252,Friedman Fork,99889
1327,Niue,Caseyshire,77509,Anthony Points,55621
1328,Puerto Rico,Jeffersonstad,95636,Tyler Causeway,115
1329,Belarus,Dianeborough,97119,Mary Square,813
1330,Bahrain,Walterstown,46069,Hunter Land,2434
1331,Pakistan,Markborough,37838,Stark Mill,2944
1332,Guyana,Port Justin,29916,Martin Drive,76107
1333,Yemen,Heatherfurt,38644,Rice Causeway,806
1334,Hong Kong,Andrewfort,65497,Brian Squares,2137
1335,Micronesia,Popestad,99221,David Drives,5873
1336,Marshall Islands,Mercadochester,28719,Le Extension,669
1337,Madagascar,East Sarah,60593,Christopher Flats,0522
1338,Antarctica (the territory South of 60 deg S),Port Jackie,13478,Ortiz Fort,40624
1339,Gambia,Lake Jacqueline,65628,Jon Dam,067
1340,Qatar,Cynthiafort,94774,Xavier Lane,49157
1341,Equatorial Guinea,Andersonfort,62805,Randall Corner,97816
1342,Puerto Rico,New Ashleyport,18208,Ashley Branch,30735
1343,Malaysia,North Abigailton,23016,Heather Inlet,883
1344,Spain,West April,71975,Coleman Glens,335
1345,Seychelles,Donnaview,77320,Gardner Overpass,1551
1346,Cambodia,West Georgeshire,81423,Vasquez Track,19155
1347,Tanzania,West Elizabeth,31744,Willis Trail,148
1348,San Marino,Vaughnfurt,89919,Raymond Streets,99585
1349,Lithuania,Wheelerport,56031,Janet Rapids,85237
1350,Saint Pierre and Miquelon,Lake Alan,17022,Roberts Lodge,0639
1351,Lesotho,Lake Marissa,99633,Michael Radial,84009
1352,Dominican Republic,Dianefurt,14478,Bryan Track,682
1353,Haiti,Stephensborough,22893,Stone Hills,980
1354,Saint Vincent and the Grenadines,Deniseburgh,96856,Alexandra Motorway,62405
1355,Dominica,Blackfurt,27277,Antonio Curve,447
1356,Liechtenstein,East Rachel,64874,Kyle Terrace,69901
1357,Mexico,West Charles,87626,Jeffery Wall,280
1358,Japan,West Bradley,95283,Lawrence Ranch,8260
1359,Turkmenistan,Paulview,87492,Stevenson Rest,22830
1360,Macao,North Joshuachester,69494,Ferguson Parkway,51676
1361,Sao Tome and Principe,New Thomas,20953,Lee Mountains,893
1362,Taiwan,Lake Donald,15666,Aaron Key,0121
1363,Myanmar,Thomasshire,34632,Holly Pike,5083
1364,Antigua and Barbuda,North Eric,39077,Ayers Mews,684
1365,Jordan,Port Hannah,51676,Reyes Oval,4737
1366,Greenland,Marybury,38717,Jonathan Throughway,83700
1367,Finland,New Gary,91581,Lori Walk,503
1368,Congo,Erictown,98034,Marcus Track,471
1369,Barbados,Torresland,66358,Sanchez Spurs,40784
1370,New Caledonia,Michaelberg,82424,Darryl Bridge,8853
1371,Finland,Dorothybury,94112,Scott Forks,295
1372,Netherlands Antilles,Serranomouth,78333,Sanchez Glen,9303
1373,Morocco,Jillianfurt,44573,Charles Crest,6276
1374,Mauritania,East James,61877,Frank Court,7120
1375,Tokelau,New Michael,14171,Ballard Plains,78262
1376,Israel,New Kimberly,13622,Debra Corners,74205
1377,Poland,Adamsberg,61009,Jennifer Corners,8994
1378,Senegal,Kellymouth,50122,Philip Fords,0426
1379,Romania,Molinamouth,90627,Melissa Estates,3503
1380,Comoros,West Mark,13586,Amanda Ford,695
1381,Croatia,Port Laurenbury,88160,Mark Lakes,6571
1382,Lebanon,Valenciashire,92047,Monica Tunnel,83247
1383,Niue,Abbottfurt,06806,Huber Course,4356
1384,El Salvador,North Barbara,24799,Rasmussen Springs,3526
1385,Indonesia,New Sharonfort,34126,Laura Glen,7253
1386,India,Rebeccaburgh,50237,Amy Throughway,338
1387,French Southern Territories,Markshire,89726,White Mount,75414
1388,Northern Mariana Islands,Torresmouth,89523,Sloan Springs,4291
1389,Chad,Mcguireburgh,15765,Johnston Plaza,43345
1390,Norfolk Island,Elizabethton,92106,Howard Causeway,502
1391,Bulgaria,Port Sarah,98514,Emily Terrace,1358
1392,Cambodia,Jesseville,18402,Foster River,27971
1393,Slovenia,Lake Jasonfort,92029,Dustin Throughway,358
1394,Malawi,Williamsberg,37704,Elizabeth Field,0996
1395,Panama,North Amy,58266,Ramirez Glen,060
1396,Guinea-Bissau,West Heatherland,15775,Elizabeth Valleys,19454
1397,Bolivia,Tonyberg,69589,Dustin Loaf,2935
1398,Algeria,Amberville,49670,Francis Mountain,10437
1399,Serbia,Perrychester,49578,Larry Fords,74898
1400,Kyrgyz Republic,Bradleystad,68384,Donald Corner,21101
1401,Mongolia,New Sharonmouth,97798,Carter Hill,70532
1402,Norfolk Island,Port Alison,50658,Scott Passage,801
1403,Andorra,Lake Kimberlyside,20750,Rogers Spur,849
1404,Cocos (Keeling) Islands,Matthewsport,27285,Carey Locks,025
1405,South Georgia and the South Sandwich Islands,Karaton,35037,Angelica Port,593
1406,Guatemala,West Mark,99418,Derek Cliff,239
1407,Eritrea,Lake Anne,44928,Gay Forge,575
1408,Saint Lucia,North Graceborough,19897,Copeland Prairie,925
1409,Albania,Angelabury,37033,Smith Ports,05522
1410,Saint Helena,Pattersonborough,18975,Gomez Alley,2887
1411,Finland,Terryland,67473,Amy Throughway,810
1412,United States of America,East Jorgeland,20907,Michael Valleys,766
1413,Cyprus,Walterfort,43365,Susan Row,338
1414,Lebanon,Olsonshire,03194,Patricia Way,250
1415,Norway,North Melissa,47056,Dickson Corners,990
1416,Aruba,Stewartside,38015,Watson Shoal,189
1417,Austria,North Manuelmouth,54892,Mcgee Mountains,6099
1418,Solomon Islands,South Darrylview,26967,Schroeder Prairie,2139
1419,Uzbekistan,East Michaelview,05227,Kelly Wall,5420
1420,Cayman Islands,New David,98993,Reynolds Dam,548
1421,Mayotte,North Angela,15414,Allen Club,22786
1422,Myanmar,Samanthamouth,96393,Woodard Throughway,3166
1423,United Arab Emirates,New Matthew,07421,Harris Branch,5728
1424,Somalia,Littleview,73126,Matthew Trail,4873
1425,Uzbekistan,Port Daniel,12784,John Lodge,3769
1426,Bangladesh,Velasquezmouth,95117,Barry Shoals,3820
1427,Lesotho,New Taylorfort,16284,Bryan Branch,69214
1428,Brunei Darussalam,Kevinshire,06635,Aguilar Forges,6864
1429,French Guiana,Isaiahbury,15347,Juarez Spurs,801
1430,Norfolk Island,Brianfort,84534,Eric Bridge,7455
